focal_cusip,n_top_picks,saturated_share,single_tie_share,median_n_ties,max_n_ties,mean_sustained_share,fraction_with_persistence_signal
131069,20,1.0,0.0,3.0,3,1.0,1.0
584941,20,1.0,0.0,3.0,4,1.0,1.0
682129,20,1.0,0.0,3.0,4,1.0,1.0
060077,20,1.0,0.0,3.0,3,1.0,1.0
53635B,20,1.0,0.0,3.0,3,1.0,1.0
125902,20,1.0,0.0,3.0,3,1.0,1.0
75524W,20,1.0,0.0,3.0,4,1.0,1.0
86271N,20,1.0,0.0,3.0,3,1.0,1.0
10532E,20,1.0,0.0,3.0,4,1.0,1.0
78440P,20,1.0,0.0,3.0,3,1.0,1.0
227430,20,1.0,0.0,3.0,3,1.0,1.0
67018T,20,1.0,0.0,3.0,4,1.0,1.0
806605,20,1.0,0.0,3.0,4,1.0,1.0
190432,20,1.0,0.0,3.0,4,1.0,1.0
521078,20,1.0,0.0,3.0,4,1.0,1.0
84748Q,20,1.0,0.0,3.0,4,1.0,1.0
35906P,20,1.0,0.0,3.0,4,1.0,1.0
313148,20,1.0,0.0,3.0,3,1.0,1.0
443573,20,1.0,0.0,3.0,3,1.0,1.0
28617B,20,1.0,0.0,3.0,4,1.0,1.0
65340V,20,1.0,0.0,3.0,3,1.0,1.0
92765V,20,1.0,0.0,3.0,4,1.0,1.0
337157,20,1.0,0.0,3.0,4,1.0,1.0
372461,20,1.0,0.0,3.0,4,1.0,1.0
095698,20,1.0,0.0,3.0,4,1.0,1.0
019777,20,1.0,0.0,3.0,3,1.0,1.0
928501,20,1.0,0.0,3.0,4,1.0,1.0
834044,20,1.0,0.0,3.0,4,1.0,1.0
451716,20,1.0,0.0,3.0,3,1.0,1.0
290846,20,1.0,0.0,3.0,3,1.0,1.0
008474,20,1.0,0.0,3.0,3,1.0,1.0
001957,20,1.0,0.0,3.0,3,1.0,1.0
94769A,20,1.0,0.0,3.0,3,1.0,1.0
368538,20,1.0,0.0,3.0,4,1.0,1.0
805174,20,1.0,0.0,3.0,4,1.0,1.0
514913,20,1.0,0.0,3.0,4,1.0,1.0
88337K,20,1.0,0.0,3.0,4,1.0,1.0
004404,20,1.0,0.0,3.0,4,1.0,1.0
958043,20,1.0,0.0,3.0,4,1.0,1.0
03832V,20,1.0,0.0,3.0,4,1.0,1.0
318672,20,1.0,0.0,3.0,4,1.0,1.0
594918,20,1.0,0.0,3.0,3,1.0,1.0
636923,20,1.0,0.0,3.0,4,1.0,1.0
58446K,20,1.0,0.0,3.0,3,1.0,1.0
M75252,20,1.0,0.0,3.0,3,1.0,1.0
638904,20,1.0,0.0,3.0,3,1.0,1.0
74347E,20,1.0,0.0,3.0,4,1.0,1.0
31788H,20,1.0,0.0,3.0,4,1.0,1.0
68211K,20,1.0,0.0,3.0,3,1.0,1.0
902494,20,1.0,0.0,3.0,3,1.0,1.0
421979,20,1.0,0.0,3.0,3,1.0,1.0
366651,20,1.0,0.0,3.0,4,1.0,1.0
068055,20,1.0,0.0,3.0,3,1.0,1.0
23703P,20,1.0,0.0,3.0,3,1.0,1.0
25385P,20,1.0,0.0,3.0,3,1.0,1.0
46116X,20,1.0,0.0,3.0,4,1.0,1.0
291525,20,1.0,0.0,3.0,3,1.0,1.0
562751,20,1.0,0.0,3.0,4,1.0,1.0
070203,20,1.0,0.0,3.0,3,1.0,1.0
666408,20,1.0,0.0,3.0,3,1.0,1.0
577766,20,1.0,0.0,3.0,3,1.0,1.0
784117,20,1.0,0.0,3.0,3,1.0,1.0
126270,20,1.0,0.0,3.0,4,1.0,1.0
74765E,20,1.0,0.0,3.0,4,1.0,1.0
430771,20,1.0,0.0,3.0,4,1.0,1.0
934550,20,1.0,0.0,3.0,3,1.0,1.0
23324Q,20,1.0,0.0,3.0,4,1.0,1.0
195642,20,1.0,0.0,3.0,4,1.0,1.0
42237K,20,1.0,0.0,3.0,3,1.0,1.0
25467V,20,1.0,0.0,3.0,4,1.0,1.0
987520,20,1.0,0.0,3.0,4,1.0,1.0
24783R,20,1.0,0.0,3.0,3,1.0,1.0
629337,20,1.0,0.0,3.0,3,1.0,1.0
277461,20,1.0,0.0,3.0,3,1.0,1.0
338307,20,1.0,0.0,3.0,4,1.0,1.0
151164,20,1.0,0.0,3.0,4,1.0,1.0
164865,20,1.0,0.0,3.0,3,1.0,1.0
774714,20,1.0,0.0,3.0,4,1.0,1.0
231021,20,1.0,0.0,3.0,3,1.0,1.0
44913M,20,1.0,0.0,3.0,3,1.0,1.0
000794,20,1.0,0.0,3.0,3,1.0,1.0
460043,20,1.0,0.0,3.0,4,1.0,1.0
046352,20,1.0,0.0,3.0,3,1.0,1.0
136375,20,1.0,0.0,3.0,3,1.0,1.0
93317Q,20,1.0,0.0,3.0,3,1.0,1.0
15117V,20,1.0,0.0,3.0,4,1.0,1.0
150921,20,1.0,0.0,3.0,4,1.0,1.0
864444,20,1.0,0.0,3.0,3,1.0,1.0
008916,20,1.0,0.0,3.0,4,1.0,1.0
148435,20,1.0,0.0,3.0,3,1.0,1.0
629410,20,1.0,0.0,3.0,4,1.0,1.0
64124E,20,1.0,0.0,3.0,4,1.0,1.0
05564E,20,1.0,0.0,3.0,3,1.0,1.0
925529,20,1.0,0.0,3.0,4,1.0,1.0
926721,20,1.0,0.0,3.0,4,1.0,1.0
16942J,20,1.0,0.0,3.0,3,1.0,1.0
148865,20,1.0,0.0,3.0,4,1.0,1.0
477306,20,1.0,0.0,3.0,4,1.0,1.0
09064M,20,1.0,0.0,3.0,3,1.0,1.0
606776,20,1.0,0.0,3.0,4,1.0,1.0
80105E,20,1.0,0.0,3.0,4,1.0,1.0
767204,20,1.0,0.0,3.0,4,1.0,1.0
983101,20,1.0,0.0,3.0,3,1.0,1.0
7171EP,20,1.0,0.0,3.0,4,1.0,1.0
676269,20,1.0,0.0,3.0,3,1.0,1.0
683960,20,1.0,0.0,3.0,3,1.0,1.0
61945C,20,1.0,0.0,3.0,3,1.0,1.0
95952L,20,1.0,0.0,3.0,4,1.0,1.0
084670,20,1.0,0.0,3.0,4,1.0,1.0
52171N,20,1.0,0.0,3.0,3,1.0,1.0
858603,20,1.0,0.0,3.0,3,1.0,1.0
890088,20,1.0,0.0,3.0,3,1.0,1.0
617410,20,1.0,0.0,3.0,4,1.0,1.0
54140E,20,1.0,0.0,3.0,3,1.0,1.0
860372,20,1.0,0.0,3.0,3,1.0,1.0
28140M,20,1.0,0.0,3.0,4,1.0,1.0
205862,20,1.0,0.0,3.0,4,1.0,1.0
306137,20,1.0,0.0,3.0,4,1.0,1.0
68231D,20,1.0,0.0,3.0,4,1.0,1.0
637417,20,1.0,0.0,3.0,3,1.0,1.0
90384V,20,1.0,0.0,3.0,3,1.0,1.0
09767E,20,1.0,0.0,3.0,4,1.0,1.0
502468,20,1.0,0.0,3.0,3,1.0,1.0
592173,20,1.0,0.0,3.0,4,1.0,1.0
67060Y,20,1.0,0.0,3.0,3,1.0,1.0
731068,20,1.0,0.0,3.0,4,1.0,1.0
871893,20,1.0,0.0,3.0,3,1.0,1.0
46612K,20,1.0,0.0,3.0,4,1.0,1.0
45578L,20,1.0,0.0,3.0,3,1.0,1.0
60740F,20,1.0,0.0,3.0,4,1.0,1.0
293792,20,1.0,0.0,3.0,3,1.0,1.0
294259,20,1.0,0.0,3.0,4,1.0,1.0
58984Y,20,1.0,0.0,3.0,3,1.0,1.0
571490,20,1.0,0.0,3.0,3,1.0,1.0
737407,20,1.0,0.0,3.0,3,1.0,1.0
760112,20,1.0,0.0,3.0,4,1.0,1.0
41163G,20,1.0,0.0,3.0,4,1.0,1.0
688260,20,1.0,0.0,3.0,3,1.0,1.0
029069,20,1.0,0.0,3.0,3,1.0,1.0
025227,20,1.0,0.0,3.0,4,1.0,1.0
871630,20,1.0,0.0,3.0,4,1.0,1.0
654892,20,1.0,0.0,3.0,4,1.0,1.0
M51474,20,1.0,0.0,3.0,3,1.0,1.0
84725L,20,1.0,0.0,3.0,4,1.0,1.0
92828Q,20,1.0,0.0,3.0,3,1.0,1.0
816923,20,1.0,0.0,3.0,3,1.0,1.0
824911,20,1.0,0.0,3.0,4,1.0,1.0
02968P,20,1.0,0.0,3.0,4,1.0,1.0
98936J,20,1.0,0.0,3.0,4,1.0,1.0
87162W,20,1.0,0.0,3.0,4,1.0,1.0
633067,20,1.0,0.0,3.0,3,1.0,1.0
441840,20,1.0,0.0,3.0,3,1.0,1.0
282485,20,1.0,0.0,3.0,4,1.0,1.0
009119,20,1.0,0.0,3.0,4,1.0,1.0
448623,20,1.0,0.0,3.0,4,1.0,1.0
86787D,20,1.0,0.0,3.0,3,1.0,1.0
457214,20,1.0,0.0,3.0,3,1.0,1.0
879788,20,1.0,0.0,3.0,3,1.0,1.0
253754,20,1.0,0.0,3.0,4,1.0,1.0
535130,20,1.0,0.0,3.0,3,1.0,1.0
57777G,20,1.0,0.0,3.0,4,1.0,1.0
55302P,20,1.0,0.0,3.0,3,1.0,1.0
88632Q,20,1.0,0.0,3.0,4,1.0,1.0
M4113L,20,1.0,0.0,3.0,4,1.0,1.0
63936L,20,1.0,0.0,3.0,4,1.0,1.0
294100,20,1.0,0.0,3.0,3,1.0,1.0
957090,20,1.0,0.0,3.0,4,1.0,1.0
G29183,20,1.0,0.0,3.0,4,1.0,1.0
87941V,20,1.0,0.0,3.0,3,1.0,1.0
694330,20,1.0,0.0,3.0,4,1.0,1.0
887389,20,1.0,0.0,3.0,4,1.0,1.0
299806,20,1.0,0.0,3.0,4,1.0,1.0
370253,20,1.0,0.0,3.0,3,1.0,1.0
883375,20,1.0,0.0,3.0,4,1.0,1.0
134801,20,1.0,0.0,3.0,4,1.0,1.0
25065K,20,1.0,0.0,3.0,3,1.0,1.0
20030N,20,1.0,0.0,3.0,4,1.0,1.0
337932,20,1.0,0.0,3.0,3,1.0,1.0
917246,20,1.0,0.0,3.0,3,1.0,1.0
243454,20,1.0,0.0,3.0,4,1.0,1.0
23725P,20,1.0,0.0,3.0,3,1.0,1.0
691497,20,1.0,0.0,3.0,3,1.0,1.0
115660,20,1.0,0.0,3.0,4,1.0,1.0
749056,20,1.0,0.0,3.0,3,1.0,1.0
666499,20,1.0,0.0,3.0,4,1.0,1.0
337693,20,1.0,0.0,3.0,3,1.0,1.0
164541,20,1.0,0.0,3.0,4,1.0,1.0
45769N,20,1.0,0.0,3.0,3,1.0,1.0
09066T,20,1.0,0.0,3.0,4,1.0,1.0
343247,20,1.0,0.0,3.0,4,1.0,1.0
57681U,20,1.0,0.0,3.0,4,1.0,1.0
265903,20,1.0,0.0,3.0,3,1.0,1.0
086516,20,1.0,0.0,3.0,4,1.0,1.0
365900,20,1.0,0.0,3.0,3,1.0,1.0
866670,20,1.0,0.0,3.0,4,1.0,1.0
87157B,20,1.0,0.0,3.0,3,1.0,1.0
031909,20,1.0,0.0,3.0,3,1.0,1.0
386090,20,1.0,0.0,3.0,4,1.0,1.0
052803,20,1.0,0.0,3.0,3,1.0,1.0
458134,20,1.0,0.0,3.0,4,1.0,1.0
04016A,20,1.0,0.0,3.0,4,1.0,1.0
144448,20,1.0,0.0,3.0,4,1.0,1.0
451713,20,1.0,0.0,3.0,4,1.0,1.0
05538E,20,1.0,0.0,3.0,3,1.0,1.0
106372,20,1.0,0.0,3.0,3,1.0,1.0
45244X,20,1.0,0.0,3.0,4,1.0,1.0
55270M,20,1.0,0.0,3.0,4,1.0,1.0
171188,20,1.0,0.0,3.0,4,1.0,1.0
770288,20,1.0,0.0,3.0,4,1.0,1.0
90350U,20,1.0,0.0,3.0,3,1.0,1.0
264411,20,1.0,0.0,3.0,3,1.0,1.0
50218P,20,1.0,0.0,3.0,3,1.0,1.0
693483,20,1.0,0.0,3.0,3,1.0,1.0
262175,20,1.0,0.0,3.0,3,1.0,1.0
457660,20,1.0,0.0,3.0,3,1.0,1.0
008488,20,1.0,0.0,3.0,3,1.0,1.0
647581,20,1.0,0.0,3.0,4,1.0,1.0
449020,20,1.0,0.0,3.0,4,1.0,1.0
90334M,20,1.0,0.0,3.0,4,1.0,1.0
720172,20,1.0,0.0,3.0,3,1.0,1.0
151158,20,1.0,0.0,3.0,4,1.0,1.0
488878,20,1.0,0.0,3.0,3,1.0,1.0
826516,20,1.0,0.0,3.0,4,1.0,1.0
90385D,20,1.0,0.0,3.0,4,1.0,1.0
092113,20,1.0,0.0,3.0,4,1.0,1.0
25433V,20,1.0,0.0,3.0,4,1.0,1.0
904595,20,1.0,0.0,3.0,4,1.0,1.0
781904,20,1.0,0.0,3.0,4,1.0,1.0
45104G,20,1.0,0.0,3.0,3,1.0,1.0
404120,20,1.0,0.0,3.0,4,1.0,1.0
640497,20,1.0,0.0,3.0,3,1.0,1.0
740585,20,1.0,0.0,3.0,3,1.0,1.0
192108,20,1.0,0.0,3.0,3,1.0,1.0
608554,20,1.0,0.0,3.0,3,1.0,1.0
91324P,20,1.0,0.0,3.0,3,1.0,1.0
029654,20,1.0,0.0,3.0,4,1.0,1.0
829669,20,1.0,0.0,3.0,4,1.0,1.0
137576,20,1.0,0.0,3.0,3,1.0,1.0
383485,20,1.0,0.0,3.0,4,1.0,1.0
522016,20,1.0,0.0,3.0,4,1.0,1.0
959802,20,1.0,0.0,3.0,4,1.0,1.0
461858,20,1.0,0.0,3.0,3,1.0,1.0
650111,20,1.0,0.0,3.0,4,1.0,1.0
20589S,20,1.0,0.0,3.0,3,1.0,1.0
913900,20,1.0,0.0,3.0,4,1.0,1.0
698813,20,1.0,0.0,3.0,4,1.0,1.0
587336,20,1.0,0.0,3.0,4,1.0,1.0
282012,20,1.0,0.0,3.0,3,1.0,1.0
924905,20,1.0,0.0,3.0,3,1.0,1.0
740444,20,1.0,0.0,3.0,4,1.0,1.0
29384R,20,1.0,0.0,3.0,3,1.0,1.0
361922,20,1.0,0.0,3.0,3,1.0,1.0
201723,20,1.0,0.0,3.0,3,1.0,1.0
69840W,20,1.0,0.0,3.0,4,1.0,1.0
269439,20,1.0,0.0,3.0,3,1.0,1.0
46270W,20,1.0,0.0,3.0,3,1.0,1.0
36465R,20,1.0,0.0,3.0,3,1.0,1.0
899896,20,1.0,0.0,3.0,4,1.0,1.0
126804,20,1.0,0.0,3.0,4,1.0,1.0
878155,20,1.0,0.0,3.0,4,1.0,1.0
589499,20,1.0,0.0,3.0,4,1.0,1.0
526107,20,1.0,0.0,3.0,4,1.0,1.0
224056,20,1.0,0.0,3.0,3,1.0,1.0
64051M,20,1.0,0.0,3.0,4,1.0,1.0
457732,20,1.0,0.0,3.0,3,1.0,1.0
583939,20,1.0,0.0,3.0,4,1.0,1.0
40273W,20,1.0,0.0,3.0,4,1.0,1.0
19238U,20,1.0,0.0,3.0,3,1.0,1.0
00853T,20,1.0,0.0,3.0,4,1.0,1.0
493267,20,1.0,0.0,3.0,4,1.0,1.0
559778,20,1.0,0.0,3.0,3,1.0,1.0
211213,20,1.0,0.0,3.0,4,1.0,1.0
55268N,20,1.0,0.0,3.0,4,1.0,1.0
69562E,20,1.0,0.0,3.0,3,1.0,1.0
929341,20,1.0,0.0,3.0,4,1.0,1.0
15146E,20,1.0,0.0,3.0,4,1.0,1.0
913483,20,1.0,0.0,3.0,3,1.0,1.0
45662N,20,1.0,0.0,3.0,3,1.0,1.0
780909,20,1.0,0.0,3.0,4,1.0,1.0
958102,20,1.0,0.0,3.0,3,1.0,1.0
90339C,20,1.0,0.0,3.0,3,1.0,1.0
832378,20,1.0,0.0,3.0,3,1.0,1.0
68162K,20,1.0,0.0,3.0,4,1.0,1.0
910865,20,1.0,0.0,3.0,4,1.0,1.0
294408,20,1.0,0.0,3.0,4,1.0,1.0
892356,20,1.0,0.0,3.0,3,1.0,1.0
63045E,20,1.0,0.0,3.0,4,1.0,1.0
929794,20,1.0,0.0,3.0,3,1.0,1.0
04039L,20,1.0,0.0,3.0,3,1.0,1.0
367278,20,1.0,0.0,3.0,3,1.0,1.0
68338T,20,1.0,0.0,3.0,4,1.0,1.0
75509N,20,1.0,0.0,3.0,4,1.0,1.0
G491BT,20,1.0,0.0,3.0,4,1.0,1.0
717130,20,1.0,0.0,3.0,3,1.0,1.0
831920,20,1.0,0.0,3.0,3,1.0,1.0
866005,20,1.0,0.0,3.0,4,1.0,1.0
577904,20,1.0,0.0,3.0,3,1.0,1.0
608514,20,1.0,0.0,3.0,3,1.0,1.0
862111,20,1.0,0.0,3.0,3,1.0,1.0
594941,20,1.0,0.0,3.0,4,1.0,1.0
554783,20,1.0,0.0,3.0,4,1.0,1.0
73739N,20,1.0,0.0,3.0,4,1.0,1.0
803866,20,1.0,0.0,3.0,4,1.0,1.0
862168,20,1.0,0.0,3.0,3,1.0,1.0
899690,20,1.0,0.0,3.0,3,1.0,1.0
46062R,20,1.0,0.0,3.0,3,1.0,1.0
891160,20,1.0,0.0,3.0,4,1.0,1.0
46625H,20,1.0,0.0,3.0,3,1.0,1.0
151334,20,1.0,0.0,3.0,4,1.0,1.0
31846W,20,1.0,0.0,3.0,3,1.0,1.0
69351T,20,1.0,0.0,3.0,3,1.0,1.0
33812L,20,1.0,0.0,3.0,4,1.0,1.0
948849,20,1.0,0.0,3.0,4,1.0,1.0
809136,20,1.0,0.0,3.0,4,1.0,1.0
036732,20,1.0,0.0,3.0,3,1.0,1.0
067383,20,1.0,0.0,3.0,3,1.0,1.0
548910,20,1.0,0.0,3.0,3,1.0,1.0
638588,20,1.0,0.0,3.0,4,1.0,1.0
29382R,20,1.0,0.0,3.0,3,1.0,1.0
813714,20,1.0,0.0,3.0,4,1.0,1.0
24823Q,20,1.0,0.0,3.0,4,1.0,1.0
053588,20,1.0,0.0,3.0,4,1.0,1.0
37932M,20,1.0,0.0,3.0,4,1.0,1.0
318906,20,1.0,0.0,3.0,3,1.0,1.0
112463,20,1.0,0.0,3.0,4,1.0,1.0
23804Q,20,1.0,0.0,3.0,3,1.0,1.0
09623P,20,1.0,0.0,3.0,4,1.0,1.0
191098,20,1.0,0.0,3.0,3,1.0,1.0
858155,20,1.0,0.0,3.0,4,1.0,1.0
87484D,20,1.0,0.0,3.0,3,1.0,1.0
671040,20,1.0,0.0,3.0,4,1.0,1.0
876553,20,1.0,0.0,3.0,3,1.0,1.0
625430,20,1.0,0.0,3.0,4,1.0,1.0
501173,20,1.0,0.0,3.0,4,1.0,1.0
71375U,20,1.0,0.0,3.0,3,1.0,1.0
760726,20,1.0,0.0,3.0,4,1.0,1.0
98584B,20,1.0,0.0,3.0,4,1.0,1.0
871616,20,1.0,0.0,3.0,4,1.0,1.0
459412,20,1.0,0.0,3.0,4,1.0,1.0
496904,20,1.0,0.0,3.0,3,1.0,1.0
880323,20,1.0,0.0,3.0,4,1.0,1.0
00756J,20,1.0,0.0,3.0,4,1.0,1.0
656567,20,1.0,0.0,3.0,4,1.0,1.0
846573,20,1.0,0.0,3.0,4,1.0,1.0
58515N,20,1.0,0.0,3.0,3,1.0,1.0
923406,20,1.0,0.0,3.0,3,1.0,1.0
00081T,20,1.0,0.0,3.0,4,1.0,1.0
887133,20,1.0,0.0,3.0,4,1.0,1.0
45172K,20,1.0,0.0,3.0,4,1.0,1.0
750341,20,1.0,0.0,3.0,4,1.0,1.0
826598,20,1.0,0.0,3.0,4,1.0,1.0
641150,20,1.0,0.0,3.0,3,1.0,1.0
455921,20,1.0,0.0,3.0,4,1.0,1.0
00164V,20,1.0,0.0,3.0,4,1.0,1.0
740374,20,1.0,0.0,3.0,3,1.0,1.0
037612,20,1.0,0.0,2.5,3,1.0,1.0
00184X,20,1.0,0.0,3.0,4,1.0,1.0
127646,20,1.0,0.0,3.0,4,1.0,1.0
205944,20,1.0,0.0,3.0,4,1.0,1.0
451107,20,1.0,0.0,3.0,3,1.0,1.0
64117V,20,1.0,0.0,3.0,3,1.0,1.0
404280,20,1.0,0.0,3.0,3,1.0,1.0
112211,20,1.0,0.0,3.0,4,1.0,1.0
307387,20,1.0,0.0,3.0,3,1.0,1.0
184190,20,1.0,0.0,3.0,3,1.0,1.0
193921,20,1.0,0.0,3.0,4,1.0,1.0
080381,20,1.0,0.0,3.0,4,1.0,1.0
291087,20,1.0,0.0,3.0,3,1.0,1.0
361106,20,1.0,0.0,3.0,3,1.0,1.0
153527,20,1.0,0.0,3.0,4,1.0,1.0
185385,20,1.0,0.0,3.0,4,1.0,1.0
00508Y,20,1.0,0.0,3.0,3,1.0,1.0
68268N,20,1.0,0.0,3.0,4,1.0,1.0
144141,20,1.0,0.0,3.0,3,1.0,1.0
151392,20,1.0,0.0,3.0,4,1.0,1.0
38740H,20,1.0,0.0,3.0,4,1.0,1.0
55972X,20,1.0,0.0,3.0,3,1.0,1.0
039917,20,1.0,0.0,3.0,4,1.0,1.0
013817,20,1.0,0.0,3.0,4,1.0,1.0
758750,20,1.0,0.0,3.0,4,1.0,1.0
19422J,20,1.0,0.0,3.0,4,1.0,1.0
051503,20,1.0,0.0,3.0,4,1.0,1.0
98157D,20,1.0,0.0,3.0,4,1.0,1.0
871016,20,1.0,0.0,3.0,4,1.0,1.0
29269A,20,1.0,0.0,3.0,4,1.0,1.0
92931L,20,1.0,0.0,3.0,4,1.0,1.0
53634X,20,1.0,0.0,3.0,3,1.0,1.0
170040,20,1.0,0.0,3.0,4,1.0,1.0
573056,20,1.0,0.0,3.0,3,1.0,1.0
36241U,20,1.0,0.0,3.0,4,1.0,1.0
676235,20,1.0,0.0,3.0,3,1.0,1.0
256900,20,1.0,0.0,3.0,3,1.0,1.0
872293,20,1.0,0.0,3.0,4,1.0,1.0
944037,20,1.0,0.0,3.0,4,1.0,1.0
26927B,20,1.0,0.0,3.0,4,1.0,1.0
64114K,20,1.0,0.0,3.0,4,1.0,1.0
231292,20,1.0,0.0,3.0,3,1.0,1.0
127055,20,1.0,0.0,3.0,3,1.0,1.0
83402P,20,1.0,0.0,3.0,3,1.0,1.0
88100W,20,1.0,0.0,3.0,3,1.0,1.0
345838,20,1.0,0.0,3.0,3,1.0,1.0
682421,20,1.0,0.0,3.0,3,1.0,1.0
268277,20,1.0,0.0,3.0,3,1.0,1.0
11133T,20,1.0,0.0,3.0,4,1.0,1.0
829214,20,1.0,0.0,3.0,3,1.0,1.0
92240G,20,1.0,0.0,3.0,4,1.0,1.0
872960,20,1.0,0.0,3.0,4,1.0,1.0
380956,20,1.0,0.0,3.0,3,1.0,1.0
805375,20,1.0,0.0,3.0,3,1.0,1.0
338923,20,1.0,0.0,3.0,3,1.0,1.0
98976N,20,1.0,0.0,3.0,4,1.0,1.0
37936V,20,1.0,0.0,3.0,3,1.0,1.0
89365U,20,1.0,0.0,3.0,4,1.0,1.0
862926,20,1.0,0.0,3.0,3,1.0,1.0
98139A,20,1.0,0.0,3.0,4,1.0,1.0
465741,20,1.0,0.0,3.0,4,1.0,1.0
21238A,20,1.0,0.0,3.0,4,1.0,1.0
033037,20,1.0,0.0,3.0,4,1.0,1.0
618912,20,1.0,0.0,3.0,4,1.0,1.0
225222,20,1.0,0.0,3.0,4,1.0,1.0
66977W,20,1.0,0.0,3.0,4,1.0,1.0
586817,20,1.0,0.0,3.0,4,1.0,1.0
05346P,20,1.0,0.0,3.0,4,1.0,1.0
918171,20,1.0,0.0,3.0,4,1.0,1.0
020772,20,1.0,0.0,3.0,4,1.0,1.0
749938,20,1.0,0.0,3.0,4,1.0,1.0
064446,20,1.0,0.0,3.0,3,1.0,1.0
350258,20,1.0,0.0,3.0,3,1.0,1.0
206901,20,1.0,0.0,3.0,4,1.0,1.0
878311,20,1.0,0.0,3.0,4,1.0,1.0
983950,20,1.0,0.0,3.0,3,1.0,1.0
947423,20,1.0,0.0,3.0,3,1.0,1.0
591598,20,1.0,0.0,3.0,3,1.0,1.0
042182,20,1.0,0.0,3.0,4,1.0,1.0
83175M,20,1.0,0.0,3.0,4,1.0,1.0
171484,20,1.0,0.0,3.0,4,1.0,1.0
034393,20,1.0,0.0,3.0,3,1.0,1.0
G36738,20,1.0,0.0,3.0,3,1.0,1.0
040373,20,1.0,0.0,3.0,3,1.0,1.0
830920,20,1.0,0.0,3.0,4,1.0,1.0
42331P,20,1.0,0.0,3.0,3,1.0,1.0
111621,20,1.0,0.0,3.0,4,1.0,1.0
46145F,20,1.0,0.0,3.0,4,1.0,1.0
63910B,20,1.0,0.0,3.0,4,1.0,1.0
973149,20,1.0,0.0,3.0,3,1.0,1.0
364091,20,1.0,0.0,3.0,4,1.0,1.0
492719,20,1.0,0.0,3.0,4,1.0,1.0
090676,20,1.0,0.0,3.0,4,1.0,1.0
375908,20,1.0,0.0,3.0,4,1.0,1.0
898697,20,1.0,0.0,3.0,3,1.0,1.0
941105,20,1.0,0.0,3.0,4,1.0,1.0
23437P,20,1.0,0.0,3.0,4,1.0,1.0
744448,20,1.0,0.0,3.0,3,1.0,1.0
710577,20,1.0,0.0,3.0,4,1.0,1.0
83179X,20,1.0,0.0,3.0,4,1.0,1.0
448774,20,1.0,0.0,3.0,4,1.0,1.0
G67543,20,1.0,0.0,3.0,4,1.0,1.0
87161C,20,1.0,0.0,3.0,4,1.0,1.0
624591,20,1.0,0.0,3.0,4,1.0,1.0
279862,20,1.0,0.0,3.0,4,1.0,1.0
56804T,20,1.0,0.0,3.0,4,1.0,1.0
62913F,20,1.0,0.0,3.0,3,1.0,1.0
00754E,20,1.0,0.0,3.0,4,1.0,1.0
028913,20,1.0,0.0,3.0,3,1.0,1.0
892268,20,1.0,0.0,3.0,4,1.0,1.0
756577,20,1.0,0.0,3.0,3,1.0,1.0
315653,20,1.0,0.0,3.0,4,1.0,1.0
250637,20,1.0,0.0,3.0,3,1.0,1.0
37250W,20,1.0,0.0,3.0,4,1.0,1.0
64128J,20,1.0,0.0,3.0,3,1.0,1.0
45667G,20,1.0,0.0,3.0,4,1.0,1.0
391546,20,1.0,0.0,3.0,3,1.0,1.0
854923,20,1.0,0.0,3.0,3,1.0,1.0
637640,20,1.0,0.0,3.0,3,1.0,1.0
570387,20,1.0,0.0,3.0,4,1.0,1.0
040175,20,1.0,0.0,3.0,4,1.0,1.0
75886F,20,1.0,0.0,3.0,3,1.0,1.0
708720,20,1.0,0.0,3.0,3,1.0,1.0
375048,20,1.0,0.0,3.0,3,1.0,1.0
49451A,20,1.0,0.0,3.0,3,1.0,1.0
49456B,20,1.0,0.0,3.0,4,1.0,1.0
148881,20,1.0,0.0,3.0,4,1.0,1.0
805423,20,1.0,0.0,3.0,3,1.0,1.0
45321L,20,1.0,0.0,3.0,3,1.0,1.0
60750D,20,1.0,0.0,3.0,4,1.0,1.0
58606R,20,1.0,0.0,3.0,3,1.0,1.0
713278,20,1.0,0.0,3.0,4,1.0,1.0
034425,20,1.0,0.0,3.0,4,1.0,1.0
147910,20,1.0,0.0,3.0,4,1.0,1.0
635519,20,1.0,0.0,3.0,4,1.0,1.0
830875,20,1.0,0.0,3.0,4,1.0,1.0
003743,20,1.0,0.0,3.0,4,1.0,1.0
373654,20,1.0,0.0,3.0,4,1.0,1.0
055607,20,1.0,0.0,3.0,4,1.0,1.0
296658,20,1.0,0.0,3.0,4,1.0,1.0
16950M,20,1.0,0.0,3.0,4,1.0,1.0
619821,20,1.0,0.0,3.0,4,1.0,1.0
125891,20,1.0,0.0,3.0,3,1.0,1.0
898402,20,1.0,0.0,3.0,4,1.0,1.0
364657,20,1.0,0.0,3.0,4,1.0,1.0
457538,20,1.0,0.0,3.0,3,1.0,1.0
903914,20,1.0,0.0,3.0,4,1.0,1.0
01849X,20,1.0,0.0,3.0,4,1.0,1.0
750789,20,1.0,0.0,3.0,3,1.0,1.0
37940U,20,1.0,0.0,3.0,4,1.0,1.0
126389,20,1.0,0.0,3.0,3,1.0,1.0
176682,20,1.0,0.0,3.0,4,1.0,1.0
00699Z,20,1.0,0.0,3.0,4,1.0,1.0
751028,20,1.0,0.0,3.0,4,1.0,1.0
