year,window,layer,n_pool_firms,share_n_ties_eq_1,share_n_ties_ge_2,share_n_ties_ge_4,median_n_ties
2017,5,L2,2369,0.6437315322921063,0.3562684677078936,0.13212325875897002,1.0
